project,archive_ident,title,columns,defalut_value
SBI,62.217,"HX235 CTD Data [Woodgate, R.]",minimum_longitude,-180.00000
SBI,62.218,"HX250 CTD Data [Woodgate, R.]",minimum_longitude,-180.00000
SBI,62.220,"HLY-02-01 Mesozooplankton Abundance [Ashjian, C., and R. Campbell]",minimum_longitude,-180.00000
SBI,62.221,"HLY-02-03 Mesozooplankton Abundance [Ashjian, C., and R. Campbell]",minimum_longitude,-180.00000
SBI,62.243,"HLY-04-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (ASCII) [Grebmeier, J. and L. Cooper]",minimum_longitude,-180.00000
SBI,62.2430,"HLY-04-03 Benthic Faunal Summaries (abundance, biomass, and dominance) (Excel) [Grebmeier, J. and L. Cooper]",minimum_longitude,-180.00000
SBI,62.234,"HLY-02-01 Phytoplankton ID (ASCII) [Grebmeier, J.]",minimum_longitude,-180.00000
SBI,62.2340,"HLY-02-01 Phytoplankton ID (Excel) [Grebmeier, J.]",minimum_longitude,-180.00000
SBI,62.235,"HLY-02-03 Phytoplankton ID (ASCII) [Grebmeier, J.]",minimum_longitude,-180.00000
SBI,62.2350,"HLY-02-03 Phytoplankton ID (Excel) [Grebmeier, J.]",minimum_longitude,-180.00000
SBI,62.251,"HLY-04-02,03 Biomarkers (Excel) [Benner, R.]",minimum_longitude,-180.00000
SBI,62.252,"HLY-04-02 Biomarkers (ASCII) [Benner, R.]",minimum_longitude,-180.00000
SBI,62.253,"HLY-04-03 Biomarkers (ASCII) [Benner, R.]",minimum_longitude,-180.00000
SBI,62.254,"HLY-02-03 Sediment Core Lipid Analysis - Station 18 (ASCII) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.2540,"HLY-02-03 Sediment Core Lipid Analysis - Station 18 (Excel) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.255,"HLY-02-03 Sediment Core Lipid Analysis - Station 21 (ASCII) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.2550,"HLY-02-03 Sediment Core Lipid Analysis - Station 21 (Excel) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.256,"HLY-02-03 Sediment Core Lipid Analysis - Station 23 (ASCII) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.2560,"HLY-02-03 Sediment Core Lipid Analysis - Station 23 (Excel) [Harvey, R.]",minimum_longitude,-180.00000
SBI,62.257,"SBI Bacteria Archaea (ASCII) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.2570,"SBI Bacteria Archaea (Excel) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.258,"HLY-04-03 Sedimentary Water Fluxes of O2, TCO2 and Dissolved Silica [Christensen, J. P.]",minimum_longitude,-180.00000
SBI,62.259,"HLY-04-02 Primary Production (ASCII) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.2590,"HLY-04-02 Primary Production (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.260,"HLY-04-03 Primary Production (ASCII) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.2600,"HLY-04-03 Primary Production (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.263,"HLY-02-01 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.264,"HLY-02-01 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.265,"HLY-02-01 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.266,"HLY-02-01 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.267,"HLY-02-03 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.268,"HLY-02-03 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.269,"HLY-02-03 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.270,"HLY-02-03 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.271,"HLY-03-01 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.272,"HLY-03-01 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.273,"HLY-03-01 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.274,"HLY-03-01 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.275,"HLY-03-03 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.276,"HLY-03-03 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.277,"HLY-03-03 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.278,"HLY-03-03 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.279,"HLY-04-02 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.280,"HLY-04-02 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.281,"HLY-04-02 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.282,"HLY-04-02 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.283,"HLY-04-03 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.284,"HLY-04-03 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.285,"HLY-04-03 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.286,"HLY-04-03 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.287,"HLY-04-04 ADCP Data (2-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.288,"HLY-04-04 ADCP Data (5-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.289,"HLY-04-04 ADCP Data (10-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.290,"HLY-04-04 ADCP Data (30-min Averages) [Muenchow, A.]",minimum_longitude,-180.00000
SBI,62.292,"2003 Helo Survey CTD Data [Christensen, J. and H. Melling]",minimum_longitude,-180.00000
SBI,62.291,"HLY-04-02 Video Plankton Recorder (VPR) Data [Ashjian, C.]",minimum_longitude,-180.00000
SBI,62.293,"HLY-04-04 Video Plankton Recorder (VPR) Data [Ashjian, C.]",minimum_longitude,-180.00000
SBI,62.295,"HLY-02-01 Mesozooplankton Grazing Rates (ASCII) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.2950,"HLY-02-01 Mesozooplankton Grazing Rates (Excel) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.296,"HLY-02-03 Mesozooplankton Grazing Rates (ASCII) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.2960,"HLY-02-03 Mesozooplankton Grazing Rates (Excel) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.297,"HLY-04-02 Mesozooplankton Grazing Rates (ASCII) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.2970,"HLY-04-02 Mesozooplankton Grazing Rates (Excel) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.298,"HLY-04-03 Mesozooplankton Grazing Rates (ASCII) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.2980,"HLY-04-03 Mesozooplankton Grazing Rates (Excel) [Campbell, R. and C. Ashjian]",minimum_longitude,-180.00000
SBI,62.299,"SBI Microzooplankton Grazing Data (ASCII) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.2990,"SBI  Microzooplankton Grazing Data (Excel) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.300,"SBI Microzooplankton Stocks Data (ASCII) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.3000,"SBI  Microzooplankton Stocks Data (Excel) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.301,"SBI  Microzooplankton Flow Cytometry Data (ASCII) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.261,"HLY-04-02 High Performance Liquid Chromatography (HPLC) Pigment Data (ASCII) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.2610,"HLY-04-02 High Performance Liquid Chromatography (HPLC) Pigment Data (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.262,"HLY-04-03 High Performance Liquid Chromatography (HPLC) Pigment Data (ASCII) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.2620,"HLY-04-03 High Performance Liquid Chromatography (HPLC) Pigment Data (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.302,"HLY-03-03 Service Group Bottle Data [Service Group - Swift, J.]",minimum_longitude,-180.00000
SBI,62.3010,"SBI Microzooplankton Flow Cytometry Data (Excel) [Sherr, E.]",minimum_longitude,-180.00000
SBI,62.294,"HLY-04-03 Video Plankton Recorder (VPR) Data [Ashjian, C.]",minimum_longitude,-180.00000
SBI,62.308,HLY-03-03 Service Group CTD Data (WHP Format) [Service Group],minimum_longitude,-180.00000
SBI,62.064,USCGC Healy HLY-02-01 Hourly Position and Weather Data [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.065,USCGC Healy HLY-02-01 1-Minute Position and Weather Data [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.066,USCGC Healy HLY-02-03 Hourly Position and Weather Data [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.067,USCGC Healy HLY-02-03 1-Minute Position and Weather Data [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.075,HLY-02-01 Satellite DMSP and HRPT Overpass Data [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.079,"HLY-02-01 Satellite, DMSP OLS Visible Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.080,"HLY-02-01 Satellite, DMSP OLS 1 KM Visible Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.081,"HLY-02-01 Satellite, DMSP OLS Infrared Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.082,"HLY-02-01 Satellite, AVHRR 1KM Channel 1 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.083,"HLY-02-01 Satellite, AVHRR 1KM Channel 2 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.084,"HLY-02-01 Satellite, AVHRR 1KM Channel 5 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.085,"HLY-02-01 Satellite, AVHRR Channel 1 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.086,"HLY-02-01 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.087,"HLY-02-01 Satellite, AVHRR Channel 5 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.088,HLY-02-01 Ship Track Regional View (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.089,HLY-02-01 Ship Track Close-up View (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.090,HLY-02-01 Ship Underway Data - Seabeam Centerbeam Depth (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.091,HLY-02-01 Ship Underway Data - Relative Humidity (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.092,HLY-02-01 Ship Underway Data - Atmospheric Pressure (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.093,HLY-02-01 Ship Underway Data - Temperature/Dew Point (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.094,HLY-02-01 Ship Underway Data - True Wind Speed and Direction (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.095,"HLY-02-03 Satellite, DMSP OLS 0.5KM Visible Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.096,"HLY-02-03 Satellite, DMSP OLS 1KM Visible Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.097,"HLY-02-03 Satellite, DMSP OLS Visible Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.098,"HLY-02-03 Satellite, DMSP OLS Infrared Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.099,"HLY-02-03 Satellite, AVHRR 1KM Channel 1 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.100,"HLY-02-03 Satellite, AVHRR 1KM Channel 2 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.101,"HLY-02-03 Satellite, AVHRR 1KM Channel 5 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.102,"HLY-02-03 Satellite, AVHRR Channel 1 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.103,"HLY-02-03 Satellite, AVHRR Channel 2 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.104,"HLY-02-03 Satellite, AVHRR Channel 5 Imagery [NCAR/EOL]",minimum_longitude,-180.00000
SBI,62.105,HLY-02-03 Ship Track Regional View (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.106,HLY-02-03 Ship Track Close-up View (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.109,HLY-02-03 Ship Underway Data - Seabeam Centerbeam Depth (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.110,HLY-02-03 Ship Underway Data - Relative Humidity (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.111,HLY-02-03 Ship Underway Data - Atmospheric Pressure (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.112,HLY-02-03 Ship Underway Data - Temperature/Dew Point (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.113,HLY-02-03 Ship Underway Data - True Wind Speed and Direction (Plot) [NCAR/EOL],minimum_longitude,-180.00000
SBI,62.192,"HLY-02-01 Bacterial Abundance and Production (Excel) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.1920,"HLY-02-01 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.193,"HLY-02-03 Bacterial Abundance and Production (Excel) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.1930,"HLY-02-03 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.194,"HLY-04-02 Bacterial Abundance and Production (Excel) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.1940,"HLY-04-02 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.195,"HLY-04-03 Bacterial Abundance and Production (Excel) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.1950,"HLY-04-03 Bacterial Abundance and Production (ASCII) [Kirchman, D.]",minimum_longitude,-180.00000
SBI,62.199,"HLY-02-01 Primary Production (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.201,"HLY-02-03 Primary Production (Excel) [Hill, V.]",minimum_longitude,-180.00000
SBI,62.206,"HLY-02-01 Bio-Optics Station Information [Hill, V.]",minimum_longitude,-180.00000
SBI,62.207,"HLY-02-03 Bio-Optics Station Information [Hill, V.]",minimum_longitude,-180.00000
SBI,62.116,"Nathaniel B. Palmer Cruise NBP0304A Underway Data [Swift, J.]",minimum_longitude,-180.00000
SBI,62.044,Seabeam Bathymetry Imagery by Station - HLY-02-01 [USCG],minimum_longitude,-180.00000
SBI,62.045,Seabeam Bathymetry Imagery by Station - HLY-02-03 [USCG],minimum_longitude,-180.00000
SBI,62.307,"HLY-04-02 Ice Algal and Phytoplankton Photophysiological Measurements [Gradinger, R.]",minimum_longitude,-180.00000
SBI,62.306,"HLY-02-01 Ice Algal and Phytoplankton Photophysiological Measurements [Gradinger, R.]",minimum_longitude,-180.00000
SBI,62.305,"Physical/chemical/biological sea ice characteristics [Gradinger, R.]",minimum_longitude,-180.00000
SBI,62.304,"Primary Production Estimate of Sea Ice Algae [Gradinger, R.]",minimum_longitude,-180.00000
SBI,62.3030,"Sea Ice Permeability (csv) [Eicken, H.]",minimum_longitude,-180.00000
SBI,62.303,"Sea Ice Permeability (xls) [Eicken, H.]",minimum_longitude,-180.00000
SBI,62.182,HLY-04-04 Service Group CTD Data (WHP Format) [Service Group],minimum_longitude,-180.00000
SBI,62.315,GenBank accession numbers for genetic data on D1D2 gene of copepods,minimum_longitude,-180.00000
SBI,62.316,UAF Barrow Canyon and Central Channel Moorings,minimum_longitude,-180.00000
SBI,106.331,Effect of a warming climate on Arctic shelf and basin Calanus populations: implications for Pan-Arctic ecosystem dynamics,minimum_longitude,-180.00000
SBI,106.406,SBI Cruise HLY0201 merged bottle dataset,minimum_longitude,-180.00000
SBI,106.409,SBI Cruise HLY0403 merged bottle dataset,minimum_longitude,-180.00000
SBI,106.408,SBI Cruise HLY0402 merged bottle dataset,minimum_longitude,-180.00000
SBI,106.410,SBI Cruise NBP03-04a merged bottle dataset,minimum_longitude,-180.00000
SBI,106.407,SBI Cruise HLY0203 merged bottle dataset,minimum_longitude,-180.00000
SHEBA,13.800,"Russian Hydrographic Data [Morison, J.]",minimum_longitude,-180.00000
ACADIS,106.340,"Arctic snow black carbon concentrations, and absorption by other light-absorbing aerosol",maximum_latitude,90.00000
ACADIS,106.342,HOTRAX 2005 sediment core HLY0503-8JPC,maximum_latitude,90.00000
ACADIS,106.404,"ECCO2 model Arctic Domain, 18km",maximum_latitude,90.00000
ACADIS,106.405,"ECCO2 model Arctic Domain, 4km",maximum_latitude,90.00000
ACADIS,106.396,Arctic Infrared Satellite Composite Imagery,maximum_latitude,90.00000
ACADIS,106.397,Arctic Longwave Infrared Satellite Composite Imagery,maximum_latitude,90.00000
ACADIS,106.398,Arctic Shortwave Infrared Satellite Composite Imagery,maximum_latitude,90.00000
ACADIS,106.399,Arctic Water Vapor Channel Satellite Composite Imagery,maximum_latitude,90.00000
ACADIS,106.411,TOVS-Derived Downwelling Surface Longwave Radiation in the Arctic 1979-2005,maximum_latitude,90.00000
ACADIS,106.412,"Greenland snow albedo from MODIS Terra and Aqua, 2000-2010, adjusted for solar zenith angle biases",maximum_latitude,90.00000
ACADIS,106.413,Arctic Visible Band Satellite Composite Imagery,maximum_latitude,90.00000
ACADIS,106.414,"Methane ebullition flux data from thermokarst lakes, 2003-2010",maximum_latitude,90.00000
ACADIS,999.test.xml.1,Test dataset for ACADIS XML,maximum_latitude,90.00000
AMTS,215.001,"AMTS: NCAR/NSF C-130 Low Rate (1 sps) Navigation, State Parameter, and Microphysics Flight-Level Data [NCAR/EOL]",maximum_latitude,90.00000
AMTS,215.002,AMTS: Raw Airborne Data System (ADS) Data [NCAR/EOL],maximum_latitude,90.00000
ARC-MIP,61.001,ARCMIP: Atmospheric Initial and Boundary Conditions (Cassano),maximum_latitude,90.00000
ARC-MIP,61.002,ARCMIP: CASPR-ARCMIP 1997 Dataset (Curry),maximum_latitude,90.00000
ARC-MIP,61.003,ARCMIP: CASPR-ARCMIP 1998 Dataset (Curry),maximum_latitude,90.00000
ARC-MIP,61.004,ARCMIP: ISCCP Cloud and Radiative Flux in 50km ARCMIP-EASE Grid (Curry),maximum_latitude,90.00000
ARC-MIP,61.005,ARCMIP: CASPR-ARCMIP EASE GRID Data (Curry),maximum_latitude,90.00000
ARC-MIP,61.006,ARCMIP: EASE-Grid Model Data,maximum_latitude,90.00000
ARC-MIP,61.007,ARCMIP: CASPR-ISCCP EASE-Grid Data,maximum_latitude,90.00000
ARCSS,106.ARCSS019,Canadian Rivers Data Set,maximum_latitude,90.00000
ARCSS,106.ARCSS169,"Collaborative Research: Spatial and Temporal Variability of Ground Temperature and Thaw, Northern Alaska",maximum_latitude,90.00000
ARCSS,106.ARCSS138,Global Snow-Water-Equivalent Depth Coefficient-of-Variation Classification,maximum_latitude,90.00000
ARCSS,106.214,TOVS Polar Pathfinder (Path-P) Derived Arctic Winds,maximum_latitude,90.00000
ARCSS,106.ARCSS003,"Arctic Cyclone Track Data Set, 1966-1993",maximum_latitude,90.00000
ARCSS,106.ARCSS016,ETOP05 Elevation Data for Areas Greater than 50 degrees North,maximum_latitude,90.00000
ARCSS,106.ARCSS030,Model Output from the Arctic Region Climate System Model (ARCSyM),maximum_latitude,90.00000
ARCSS,106.ARCSS045,Global Seasonal Snow Classification System,maximum_latitude,90.00000
ARCSS,106.ARCSS066,Arctic Global Radiation (AGR) Data Set,maximum_latitude,90.00000
ARCSS,106.ARCSS070,"SCICEX Dissolved Barium Data, 1993-1997",maximum_latitude,90.00000
ARCSS,106.ARCSS075,Modeled Carbon Responses of Tundra Ecosystems to Historical and Projected Climate,maximum_latitude,90.00000
ARCSS,106.ARCSS077,Physical and Chemical Properties from Selected Expeditions in the Arctic Ocean,maximum_latitude,90.00000
ARCSS,106.238,ArcticRIMS: Daily Precipitation From Monthly Station Records And Disaggregation,maximum_latitude,90.00000
ARCSS,106.239,ArcticRIMS: Daily Precipitation From Statistical Reconstructions,maximum_latitude,90.00000
ARCSS,106.242,ArcticRIMS: NCEP Reanalysis Vapor Pressure,maximum_latitude,90.00000
ARCSS,106.243,ArcticRIMS: NCEP Reanalysis ShortWaveUp Radiation,maximum_latitude,90.00000
ARCSS,106.244,ArcticRIMS: NCEP Reanalysis Wind Direction,maximum_latitude,90.00000
ARCSS,106.245,ArcticRIMS: NCEP Reanalysis Wind Speed,maximum_latitude,90.00000
ARCSS,106.ARCSS161,"ArcticRIMS: A Regional, Integrated Hydrological Monitoring System for the Pan-Arctic Landmass",maximum_latitude,90.00000
ARCSS,106.247,ArcticRIMS: NCEP Reanalysis ShortWaveNet Radiation,maximum_latitude,90.00000
ARCSS,106.248,ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation,maximum_latitude,90.00000
ARCSS,106.249,ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation,maximum_latitude,90.00000
ARCSS,106.266,Late Holocene Climatic and Environmental Change Inferred from Arctic Lake Sediments,maximum_latitude,90.00000
ARCSS,106.251,ArcticRIMS: Daily Simulated runoff from Pan-Arctic Water Balance Model,maximum_latitude,90.00000
ARCSS,106.252,ArcticRIMS: Snow Water Equivalent,maximum_latitude,90.00000
ARCSS,106.253,"ArcticRIMS: Daily Temperature, Topographically Adjusted",maximum_latitude,90.00000
ARCSS,106.254,ArcticRIMS: NCEP Reanalysis Temperature,maximum_latitude,90.00000
ARCSS,106.240,ArcticRIMS: NCEP Reanalysis Precipitation,maximum_latitude,90.00000
ARCSS,106.255,ArcticRIMS: NCEP Reanalysis Maximum Temperature,maximum_latitude,90.00000
ARCSS,106.256,ArcticRIMS: NCEP Reanalysis Minimum Temperature,maximum_latitude,90.00000
ARCSS,106.258,ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth,maximum_latitude,90.00000
ARCSS,106.259,"ArcticRIMS: Daily Thaw Depth and Frozen Ground Depth, Based on ERA-40 2-meter",maximum_latitude,90.00000
ARCSS,106.260,ArcticRIMS: SSM/I Freeze Thaw 5-day Composites,maximum_latitude,90.00000
ARCSS,106.257,ArcticRIMS: 2m Air Temperature From ERA-40 Re-analysis,maximum_latitude,90.00000
ARCSS,106.241,ArcticRIMS: Precipitation From ERA-40 Re-analysis,maximum_latitude,90.00000
ARCSS,106.246,ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation,maximum_latitude,90.00000
ARCSS,106.250,ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation,maximum_latitude,90.00000
ARCSS,106.215,"North Pole Environmental Observatory (NPEO) Nutrient, Chlorophyll, and Hydrographic Profiles",maximum_latitude,90.00000
ARCSS,106.269,"ArcticRIMS: Daily Precipitation, From Monthly Station Records And Disaggregation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.270,"ArcticRIMS: Daily Precipitation From Statistical Reconstructions , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.271,"ArcticRIMS: NCEP Reanalysis Precipitation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.272,"ArcticRIMS: Precipitation From ERA-40 Re-analysis , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.273,"ArcticRIMS: NCEP Reanalysis Vapor Pressure, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.274,"ArcticRIMS: NCEP Reanalysis ShortWaveUp Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.275,"ArcticRIMS: NCEP Reanalysis Wind Direction, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.276,"ArcticRIMS: NCEP Reanalysis Wind Speed, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.277,"ArcticRIMS: NCEP Reanalysis LongWaveNet Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.278,"ArcticRIMS: NCEP Reanalysis ShortWaveNet Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.279,"ArcticRIMS: NCEP Reanalysis LongWaveDown Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.280,"ArcticRIMS: NCEP Reanalysis ShortWaveDown Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.281,"ArcticRIMS: NCEP Reanalysis LongWaveUp Radiation, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.282,"ArcticRIMS: Daily Simulated Runoff From Pan-Arctic Water Balance Model , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.283,"ArcticRIMS: Snow Water Equivalent , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.284,"ArcticRIMS: Daily Temperature, Topographically Adjusted, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.285,"ArcticRIMS: NCEP Reanalysis Temperature, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.286,"ArcticRIMS: NCEP Reanalysis Maximum Temperature, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.287,"ArcticRIMS: NCEP Reanalysis Minimum Temperature, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.288,"ArcticRIMS: 2m Air Temperature From ERA-40 Re-Analysis , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.289,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.290,"ArcticRIMS: Daily Thaw Depth And Frozen Ground Depth, Based on ERA-40 2-meter, Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.291,"ArcticRIMS: SSM/I Freeze Thaw 5-day Composites , Aggregated by Administrative Regions",maximum_latitude,90.00000
ARCSS,106.294,BIOMAS Model Results (a coupled sea ice/ocean/ecosystem model),maximum_latitude,90.00000
ARCSS,106.293,Proceedings of the International Conferences on Permafrost 1963-2008,maximum_latitude,90.00000
ARCSS,106.261,Summer Warmth Index Average from 1982-2003,maximum_latitude,90.00000
ARCSS,106.262,Landscape Age of the Arctic,maximum_latitude,90.00000
ARCSS,106.303,HLY08-03 Physiological and Biochemical Characteristics of Krill,maximum_latitude,90.00000
ARCSS,106.304,Toward Reanalysis of the Arctic Climate System - Sea Ice and Ocean Reconstruction with Data Assimilation,maximum_latitude,90.00000
ARCSS,106.306,Humans and Hydrology at High Latitudes: Water Use Information,maximum_latitude,90.00000
ARCSS,106.305,Humans and Hydrology at High Latitudes: Community Information,maximum_latitude,90.00000
ARCSS,106.231,Pan-Arctic Land Surface (PALS) model drivers and outputs,maximum_latitude,90.00000
ARCSS,106.309,SnowModel Pan-Arctic Data 1979-2009,maximum_latitude,90.00000
